x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200
0.166,0.73,0.38,0.37,0.576,0.048,0.144,0.422,0.38,0.504,0.708,0.298,0.28,0.484,0.358,0.268,0.35,0.57,0.492,0.588,0.31,0.482,0.242,0.174,0.52,0.178,0.176,0.102,0.352,0.336,0.206,0.188,0.224,0.214,0.4,0.064,0.422,0.37,0.654,0.048,0.054,0.262,0.396,0.348,0.226,0.174,0.384,0.392,0.36,0.614,0.528,0.092,0.236,0.426,0.288,0.324,0.244,0.498,0.06,0.23,0.654,0.432,0.156,0.212,0.304,0.368,0.2,0.442,0.442,0.574,0.26,0.078,0.694,0.284,0.65,0.518,0.178,0.084,0.266,0.76,0.096,0.1,0.228,0.448,0.464,0.164,0.502,0.254,0.16,0.618,0.534,0.246,0.348,0.412,0.104,0.192,0.426,0.214,0.758,0.14,0.346,0.124,0.434,0.098,0.196,0.34,0.33,0.166,0.454,0.104,0.414,0.406,0.646,0.304,0.056,0.732,0.63,0.386,0.512,0.63,0.206,0.48,0.12,0.622,0.386,0.716,0.332,0.468,0.312,0.266,0.204,0.512,0.348,0.272,0.638,0.694,0.508,0.184,0.218,0.222,0.172,0.896,0.252,0.662,0.39,0.276,0.374,0.296,0.412,0.052,0.518,0.46,0.296,0.188,0.722,0.256,0.404,0.706,0.624,0.514,0.514,0.45,0.238,0.102,0.306,0.15,0.194,0.772,0.216,0.694,0.496,0.672,0.25,0.05,0.208,0.436,0.366,0.412,0.552,0.434,0.328,0.134,0.23,0.046,0.406,0.582,0.34,0.37,0.156,0.316,0.556,0.462,0.47,0.132,0.152,0.074,0.562,0.582,0.214,0.22
